0.00047899316996336,0.00104910135269165,0.000317975878715515,0.17, 359.99, 359.94
0.000882799737155437,0.00227104127407074,0.000821530818939209,0.25, 359.86, 359.75
0.000995302572846413,0.00280344486236572,0.00104531645774841,0.28, 359.81, 359.64
0.00127166137099266,0.00620003789663315,0.00267882645130157,0.38, 359.51, 358.65
0.00126649439334869,0.00715970620512962,0.00306600332260132,0.40, 359.43, 358.36
0.00109691079705954,0.0108547732234001,0.00419385731220245,0.40, 359.01, 357.14
0.00105912331491709,0.0116834528744221,0.00444592535495758,0.39, 358.92, 356.86
0.0010738680139184,0.0150466971099377,0.00583471357822418,0.27, 358.50, 355.74
0.00136435218155384,0.0176223777234554,0.00666318833827972,0.23, 358.17, 354.95
0.00146399531513453,0.0185058377683163,0.00694131851196289,0.22, 358.06, 354.68
0.00231017172336578,0.0223881304264069,0.00946329534053802,359.98, 357.55, 353.49
0.00310702808201313,0.0255151130259037,0.0114477276802063,359.79, 357.14, 352.52
0.00347238872200251,0.0267796032130718,0.0121102333068848,359.73, 356.99, 352.15
0.00534426420927048,0.0313508883118629,0.0141302943229675,359.58, 356.44, 350.85
0.00717637408524752,0.0349559485912323,0.0153163224458694,359.49, 355.97, 349.83
0.00795880798250437,0.0364856943488121,0.0157827734947205,359.45, 355.77, 349.41
0.0113374060019851,0.0418423414230347,0.016948401927948,359.33, 355.03, 347.79
0.0123212421312928,0.0433739125728607,0.0172185450792313,359.29, 354.82, 347.31
0.0147843128070235,0.0468436628580093,0.0179121643304825,359.16, 354.28, 346.14
0.0168658792972565,0.0495516061782837,0.0185828804969788,359.02, 353.85, 345.21
0.0175480470061302,0.0503943786025047,0.0187665671110153,358.98, 353.71, 344.92
0.0206909961998463,0.0536824502050877,0.0194976925849915,358.85, 353.16, 343.86
0.023131750524044,0.0559123903512955,0.0198039561510086,358.79, 352.79, 343.20
0.0242389477789402,0.0568679235875607,0.0199248194694519,358.76, 352.64, 342.92
0.0287778005003929,0.0582110472023487,0.0201005041599274,358.53, 352.36, 342.81
0.0301456153392792,0.05849988758564,0.0201369822025299,358.45, 352.31, 342.84
0.035007618367672,0.0589127764105797,0.0182605236768723,358.40, 352.23, 343.33
0.0360656902194023,0.0589670762419701,0.0177686959505081,358.40, 352.23, 343.47
0.0411583222448826,0.0588645227253437,0.0147977620363235,358.31, 352.26, 344.58
0.0442243441939354,0.0588775686919689,0.0125861167907715,358.32, 352.31, 345.29
0.0470093600451946,0.0589948929846287,0.00981393456459045,358.39, 352.40, 346.04
0.0502592287957668,0.0593757107853889,0.00483830273151398,358.49, 352.69, 347.26
0.052537739276886,0.0601398833096027,0.000766068696975708,358.63, 352.90, 348.30
0.0548650622367859,0.0616343431174755,-0.00397370755672455,358.79, 353.08, 349.70
0.0570385828614235,0.064034104347229,-0.0106314718723297,359.12, 353.38, 351.56
0.0580662861466408,0.0657525658607483,-0.0155727118253708,359.37, 353.66, 352.90
0.0587665066123009,0.0675682201981544,-0.0207614451646805,359.64, 353.99, 354.25
0.058748722076416,0.0693037062883377,-0.0257823765277863,359.90, 354.44, 355.65
0.0580602213740349,0.0708790645003319,-0.0307899862527847,0.16, 355.01, 357.04
0.0557119995355606,0.0727582648396492,-0.0376424863934517,0.58, 355.93, 358.90
0.0547245033085346,0.0733154118061066,-0.0398598834872246,0.72, 356.25, 359.48
0.0492928922176361,0.0745694637298584,-0.0468349903821945,1.25, 357.66, 1.22
0.0457769185304642,0.0750307813286781,-0.0504538118839264,1.50, 358.57, 2.18
0.0414041839540005,0.0754270926117897,-0.0545620173215866,1.81, 359.61, 3.21
0.0365902744233608,0.0756182223558426,-0.0584353730082512,2.11, 0.67, 4.15
0.0314284414052963,0.075682520866394,-0.0621386393904686,2.38, 1.81, 5.17
0.0235698334872723,0.0756547749042511,-0.0676131322979927,2.76, 3.45, 6.75
0.0212605446577072,0.0756489560008049,-0.0692352056503296,2.87, 3.92, 7.22
0.0121729085221887,0.0757831782102585,-0.0753179416060448,3.29, 5.74, 9.11
0.00644948054105043,0.0759160369634628,-0.0788625031709671,3.54, 6.89, 10.28
0.000425087288022041,0.0760871469974518,-0.0824292227625847,3.81, 8.08, 11.54
-0.00724899070337415,0.0764613896608353,-0.0869384035468102,4.18, 9.56, 13.26
-0.00996526144444942,0.0765739977359772,-0.0884888097643852,4.30, 10.09, 13.86
-0.0187175609171391,0.0767488479614258,-0.0927476063370705,4.68, 11.77, 15.58
-0.0246366895735264,0.0767848789691925,-0.0952832475304604,4.94, 12.87, 16.60
-0.0329465642571449,0.0766884610056877,-0.0984133332967758,5.26, 14.37, 17.85
-0.0353970006108284,0.0766676962375641,-0.0992459580302238,5.35, 14.81, 18.19
-0.0450920909643173,0.0766372382640839,-0.102477349340916,5.73, 16.32, 19.18
-0.0511126220226288,0.0765234008431435,-0.104176856577396,5.90, 17.22, 19.59
-0.0557737089693546,0.0766997262835503,-0.105067312717438,5.98, 17.83, 19.61
-0.0599733553826809,0.077706441283226,-0.106166765093803,6.17, 18.27, 19.38
-0.0610116869211197,0.0780578330159187,-0.106454126536846,6.22, 18.36, 19.27
-0.0621750690042973,0.0800267159938812,-0.107414342463017,6.57, 18.16, 18.64
-0.0622934401035309,0.0813181921839714,-0.107939071953297,6.81, 17.92, 18.12
-0.0617897920310497,0.0825593918561935,-0.108366206288338,7.04, 17.58, 17.43
-0.0609292015433311,0.0836001262068748,-0.108819410204887,7.26, 17.22, 16.76
-0.0592482797801495,0.0846191048622131,-0.109562203288078,7.53, 16.74, 16.05
-0.0564350411295891,0.0858266279101372,-0.109991483390331,7.81, 16.05, 14.99
-0.0556062832474709,0.0861759930849075,-0.1101204007864,7.88, 15.85, 14.68
-0.049919854849577,0.0875149592757225,-0.109172627329826,8.09, 14.83, 13.22
-0.0484713017940521,0.0877996012568474,-0.108911767601967,8.12, 14.58, 12.87
-0.0418052040040493,0.0885115712881088,-0.107911944389343,8.15, 13.46, 11.38
-0.0378189012408257,0.0887783989310265,-0.107387997210026,8.13, 12.78, 10.45
-0.0340280719101429,0.08881925791502,-0.107062175869942,8.07, 12.11, 9.46
-0.030792623758316,0.0887085199356079,-0.107538804411888,8.08, 11.46, 8.44
-0.0277792438864708,0.088131844997406,-0.108446449041367,8.03, 10.77, 7.32
-0.0253594368696213,0.0871114134788513,-0.109004899859428,7.80, 10.15, 6.25
-0.0229603946208954,0.0857804715633392,-0.109702482819557,7.49, 9.48, 5.10
-0.0202120169997215,0.083641916513443,-0.111704625189304,7.05, 8.60, 3.61
-0.0195304714143276,0.0830263793468475,-0.112391576170921,6.93, 8.37, 3.18
